City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Ballyshannon,54.5,-8.1833,52.38,88,38,4.23,IE,1622330149
Kuril'sk,45.2333,147.8833,47.44,91,73,3.09,RU,1622330149
Alyangula,-13.8483,136.4192,76.95,62,45,13.56,AU,1622330149
Merritt,50.1123,-120.7942,72.43,19,34,3.67,CA,1622330150
Amarante do Maranhão,-5.5667,-46.7422,76.3,64,21,1.59,BR,1622330150
Corinth,37.9407,22.9573,72.75,71,24,1.63,GR,1622330147
Venustiano Carranza,19.43,-99.0992,82.38,20,40,8.99,MX,1622330150
Saskylakh,71.9167,114.0833,34.59,89,82,8.7,RU,1622330150
Luganville,-15.5333,167.1667,77.02,68,100,5.84,VU,1622330151
Khani,41.9563,42.9566,51.37,96,100,0.78,GE,1622330151
Aberdeen,57.1437,-2.0981,54.5,95,8,1.14,GB,1622330151
Kirakira,-10.4544,161.9205,77.65,90,100,5.26,SB,1622330152
Doha,25.2867,51.5333,91.38,25,0,2.3,QA,1622329998
Palmer,42.1584,-72.3287,48.61,77,90,3.0,US,1622330152
Lavras,-21.2453,-44.9997,64.44,80,100,2.04,BR,1622330152
Klaksvík,62.2266,-6.589,45.52,84,37,10.6,FO,1622330153
Vardø,70.3705,31.1107,39.63,85,83,11.7,NO,1622329860
Dingle,10.9995,122.6711,81.07,83,93,2.19,PH,1622330153
Hobyo,5.3505,48.5268,78.42,83,85,20.49,SO,1622330153
Lata,40.1629,-8.3327,60.04,97,5,1.83,PT,1622330154
Sitka,57.0531,-135.33,57.09,54,75,13.8,US,1622330125
Estación Coahuila,32.1939,-115.0017,101.61,17,0,17.58,MX,1622330154
Eydhafushi,5.1033,73.0708,83.64,72,98,20.51,MV,1622330154
Puerto Santander,8.3636,-72.4063,78.01,85,76,2.08,CO,1622330155
Ittiri,40.5929,8.5684,54.5,71,20,2.24,IT,1622330155
Mabaruma,8.2,-59.7833,74.48,98,98,3.31,GY,1622330155
Vestmanna,62.1564,-7.1664,43.72,100,90,8.48,FO,1622330155
Monchegorsk,67.9397,32.8739,37.04,93,87,4.68,RU,1622330156
Puerto Madryn,-42.7692,-65.0385,44.56,45,5,9.1,AR,1622329878
Urdoma,61.7533,48.5442,34.57,81,32,8.01,RU,1622330156
Yar-Sale,66.8333,70.8333,42.31,74,49,6.71,RU,1622330156
Sept-Îles,50.2001,-66.3821,48.06,63,5,5.57,CA,1622330082
Maniitsoq,65.4167,-52.9,39.25,75,1,19.08,GL,1622330157
Manokwari,-0.8667,134.0833,82.24,76,99,2.93,ID,1622330157
Cabo San Lucas,22.8909,-109.9124,102.51,13,1,11.5,MX,1622330157
Mehamn,71.0357,27.8492,40.53,92,100,22.68,NO,1622330158
Bodden Town,19.2833,-81.25,87.01,56,20,1.01,KY,1622330158
Hyères,43.1167,6.1167,69.33,88,92,2.3,FR,1622329925
Deputatsky,69.3,139.9,49.3,44,26,21.23,RU,1622330158
Hornepayne,49.2138,-84.7705,65.88,28,7,8.97,CA,1622330159
Grand Bank,47.0999,-55.765,42.8,79,100,11.07,CA,1622330159
Meadville,41.6414,-80.1515,52.18,81,90,12.66,US,1622330159
Caxito,-8.5785,13.6643,75.85,97,53,1.81,AO,1622330160
Ambon City,-3.6954,128.1814,77.14,94,40,6.64,ID,1622330160
General Pico,-35.6566,-63.7568,49.41,41,87,6.82,AR,1622330160
Sola,-13.8833,167.55,78.15,74,100,10.8,VU,1622330160
Turukhansk,65.8167,87.9833,30.27,74,6,2.73,RU,1622329990
Lufilufi,-13.8745,-171.5986,89.38,78,44,12.77,WS,1622330161
Suleja,9.1758,7.1808,79.79,75,99,3.09,NG,1622330161
Kermanshah,34.3142,47.065,63.5,17,0,4.61,IR,1622330161
Hidrolândia,-4.4081,-40.4378,80.64,61,90,2.53,BR,1622329872
Antalaha,-14.9003,50.2788,72.7,79,45,5.68,MG,1622330162
Le Moule,16.3332,-61.3473,80.64,67,52,13.15,GP,1622330162
Le Port,-20.9373,55.2919,69.76,72,0,3.94,RE,1622330162
Provideniya,64.3833,-173.3,46.45,44,3,8.21,RU,1622330163
Cabinda,-5.55,12.2,76.68,91,59,5.55,AO,1622329927
Cinisi,38.1562,13.1073,69.1,69,0,4.61,IT,1622330163
Astorga,-23.2325,-51.6656,75.6,46,94,1.07,BR,1622330163
Dunedin,-45.8742,170.5036,50.81,96,100,11.63,NZ,1622330164
Sorong,-0.8833,131.25,80.35,88,100,13.06,ID,1622330164
Khovd,48.0056,91.6419,45.37,55,51,7.07,MN,1622330164
Baykit,61.67,96.37,37.35,92,99,7.81,RU,1622329923
Longyearbyen,78.2186,15.6401,33.64,69,75,3.44,SJ,1622330165
Soubre,5.7856,-6.6083,75.61,93,72,2.77,CI,1622330165
Kyren,51.6828,102.1408,39.27,96,100,4.7,RU,1622330165
Wanxian,30.8039,108.3897,70.68,87,96,1.1,CN,1622330166
São Filipe,14.8961,-24.4956,73.78,76,18,13.38,CV,1622330166
Pangnirtung,66.1451,-65.7125,28.62,89,15,3.6,CA,1622330166
Bahía Solano,6.2262,-77.4044,77.74,86,87,6.49,CO,1622330167
Itoman,26.1247,127.6694,72.37,90,75,9.22,JP,1622330167
Beaverlodge,55.2166,-119.4361,65.55,37,29,12.08,CA,1622330167
Isangel,-19.55,169.2667,78.91,53,75,3.67,VU,1622330167
Hambantota,6.1241,81.1185,79.72,81,90,19.46,LK,1622330168
Gushikawa,26.3544,127.8686,71.6,90,75,18.32,JP,1622330168
Alice Springs,-23.7,133.8833,47.75,61,20,5.21,AU,1622330168
Pecos,31.4229,-103.4932,91.49,33,1,20.71,US,1622330169
Souillac,-20.5167,57.5167,74.35,94,75,6.96,MU,1622330169
Neenah,44.1858,-88.4626,66.43,35,1,5.75,US,1622330166
Sinnamary,5.3833,-52.95,78.08,88,84,9.95,GF,1622330169
Port Augusta,-32.5,137.7667,46.71,47,0,3.2,AU,1622330169
Salinas,36.6777,-121.6555,79.48,70,90,14.97,US,1622330163
Kambove,-10.8764,26.5969,51.89,53,8,3.44,CD,1622330170
Hutchinson,38.0608,-97.9298,70.03,49,1,3.0,US,1622329937
Husavik,66.0449,-17.3389,49.91,58,100,13.96,IS,1622330170
Red Bluff,40.1785,-122.2358,100.85,12,1,9.22,US,1622330171
Huambo,-12.7761,15.7392,53.1,46,13,1.88,AO,1622330150
Torbay,47.6666,-52.7314,43.29,82,75,8.05,CA,1622330171
Sunel,24.3667,75.9667,89.02,49,97,17.96,IN,1622330171
Bayjī,34.9311,43.487,83.21,18,0,8.66,IQ,1622330172
Pomabamba,-8.8333,-77.4667,56.21,66,25,2.77,PE,1622330172
Camacha,33.0833,-16.3333,63.82,72,75,13.8,PT,1622330172
Sobreira,41.5237,-7.8023,61.95,89,11,2.55,PT,1622330173
Beitbridge,-22.2167,30.0,60.96,31,4,1.3,ZW,1622330047
Saint-Pierre,-21.3393,55.4781,69.44,65,0,8.05,RE,1622330173
Manicoré,-5.8092,-61.3003,81.68,66,91,1.97,BR,1622330173
Stillwater,36.1156,-97.0584,74.77,56,1,11.5,US,1622329919
Chhatarpur,24.9,79.6,81.9,65,16,3.74,IN,1622330174
Karatau,43.1667,70.4667,72.77,34,65,3.78,KZ,1622330174
Gujan-Mestras,44.6333,-1.0667,63.07,94,0,3.56,FR,1622330174
Hastings,50.8552,0.5729,53.91,80,1,12.86,GB,1622330174
Kostomuksha,64.571,30.5767,34.14,65,19,3.24,RU,1622330175
Kandrian,-6.2167,149.55,81.48,81,78,12.8,PG,1622330175
Huaiyuan,32.973,117.1995,75.11,72,69,8.99,CN,1622330175
Pokhara,28.2333,83.9833,71.13,70,72,3.69,NP,1622330101
Tarakan,3.3,117.6333,80.1,94,40,2.3,ID,1622330176
Xinqing,48.2333,129.5,56.12,80,87,2.89,CN,1622330176
Séguéla,7.9611,-6.6731,75.61,83,100,5.53,CI,1622330176
Elizabeth City,36.2946,-76.2511,66.22,90,90,3.0,US,1622329962
Kasongo,-4.45,26.6667,70.79,70,70,1.68,CD,1622330177
Porto Santo,33.072,-16.3415,66.58,72,75,13.8,PT,1622330177
Biak,-0.9131,122.8766,77.54,82,84,5.82,ID,1622330177
El Vigia,8.6219,-71.6506,79.5,85,99,1.36,VE,1622330046
Beisfjord,68.3751,17.5988,45.25,90,88,3.85,NO,1622330178
Mitú,1.1983,-70.1733,74.21,96,73,1.12,CO,1622330166
Carutapera,-1.195,-46.02,76.24,93,43,6.64,BR,1622330019
Bemidji,47.4736,-94.8803,64.15,36,1,12.66,US,1622330178
Puerto Madero,14.7208,-92.4215,88.0,66,75,6.91,MX,1622330178
Pangkalanbuun,-2.6833,111.6167,72.88,97,46,0.94,ID,1622330179
Atambua,-9.1061,124.8925,72.52,78,36,3.51,ID,1622330179
Arraial do Cabo,-22.9661,-42.0278,74.64,81,78,8.21,BR,1622329894
Fortuna Foothills,32.6578,-114.4119,100.54,12,1,1.01,US,1622330179
Liverpool,53.4106,-2.9779,59.29,79,0,4.38,GB,1622330180
Rørvik,64.8621,11.2373,47.08,85,10,6.2,NO,1622330180
Warwick,41.7001,-71.4162,48.65,92,90,14.97,US,1622330128
Aracati,-4.5617,-37.7697,81.01,77,50,10.89,BR,1622330180
Mingguang,32.7802,117.9638,75.61,72,68,5.57,CN,1622330181
Tautira,-17.7333,-149.15,82.42,71,100,14.27,PF,1622330181
Kangaba,11.9333,-8.4167,89.82,36,78,2.95,ML,1622330181
Ino,33.55,133.4333,69.33,47,68,1.16,JP,1622330182
Boa Vista,2.8197,-60.6733,78.78,83,90,6.91,BR,1622330182
Porbandar,21.6422,69.6093,83.19,75,100,12.03,IN,1622330182
Mbandaka,0.0487,18.2603,71.42,95,94,3.44,CD,1622330182
Zonguldak,41.25,31.8333,54.64,97,100,3.18,TR,1622330183
Cabra,37.4725,-4.4421,72.18,53,54,5.3,ES,1622330174
Kununurra,-15.7667,128.7333,67.98,60,95,0.0,AU,1622330183
Morehead,37.2711,-87.1764,56.91,78,90,3.44,US,1622330183
Luga,58.7372,29.8453,37.51,75,0,4.81,RU,1622330184
Flin Flon,54.7682,-101.865,49.84,76,90,14.7,CA,1622330184
Qasigiannguit,68.8193,-51.1922,55.65,42,49,13.4,GL,1622330184
Vestmannaeyjar,63.4427,-20.2734,45.73,86,100,37.18,IS,1622330185
Kenai,60.5544,-151.2583,48.02,97,90,10.36,US,1622330185
Samarai,-10.6167,150.6667,78.62,78,97,13.18,PG,1622330185
Dhidhdhoo,6.8833,73.1,83.08,71,13,19.93,MV,1622330185
Tecpan,14.7623,-90.9947,65.52,81,94,2.75,GT,1622330186
Lixouri,38.2019,20.4314,64.81,80,88,6.15,GR,1622330186
Santiago del Estero,-27.7951,-64.2615,60.39,39,0,5.88,AR,1622330186
Isfahan,32.6572,51.6776,67.64,15,2,8.43,IR,1622330187
Kashgar,39.4547,75.9797,74.41,18,40,7.14,CN,1622330187
Denison,33.7557,-96.5367,78.66,61,1,7.05,US,1622330187
Springdale,36.1867,-94.1288,64.47,68,40,11.5,US,1622329899
Xai-Xai,-25.0519,33.6442,66.4,88,3,2.04,MZ,1622330188
Aranos,-24.1333,19.1167,56.14,39,4,9.78,NA,1622330188
Enid,36.3956,-97.8784,71.76,56,1,5.01,US,1622330188
Balkanabat,39.5108,54.3671,88.43,24,0,6.49,TM,1622330189
Vanimo,-2.6741,141.3028,80.37,87,100,3.13,PG,1622330189
Port Elizabeth,-33.918,25.5701,55.09,87,68,7.23,ZA,1622329922
Korla,41.7597,86.1469,71.58,40,85,18.1,CN,1622330189
Bilma,18.6853,12.9164,90.28,8,40,6.2,NE,1622330190
Kaeo,-35.1,173.7833,57.33,85,89,9.44,NZ,1622330190
Gizo Government Station,-8.103,156.8419,80.74,80,99,6.06,SB,1622330190
Redcliffe,-27.2307,153.0973,64.09,59,75,10.31,AU,1622330191
Isla Mujeres,21.2311,-86.731,84.25,70,41,9.48,MX,1622330192
Ardeşen,41.1911,40.9875,64.36,87,95,7.29,TR,1622330192
Atherton,53.5237,-2.4935,58.89,83,9,4.16,GB,1622330192
Petropavlovskoye,52.0712,84.107,46.51,75,5,3.91,RU,1622330192
Rafai,4.95,23.9167,68.81,94,93,3.18,CF,1622330193
São João da Barra,-21.6403,-41.0511,76.96,84,39,11.18,BR,1622329994
Assiut,27.181,31.1837,81.81,25,63,6.69,EG,1622330193
Nyurba,63.2842,118.3319,61.18,44,26,5.57,RU,1622330193
Haines Junction,60.7522,-137.5108,51.75,43,98,10.36,CA,1622330194
San Juan de Arama,3.3464,-73.8894,74.03,95,66,2.57,CO,1622330194
Najrān,17.4924,44.1277,79.45,18,15,5.06,SA,1622330194
Gbarnga,6.9956,-9.4722,74.64,96,100,1.66,LR,1622330195
Port Lincoln,-34.7333,135.8667,53.87,66,5,9.62,AU,1622330195
Gilgit,35.9221,74.3087,69.62,60,69,1.03,PK,1622330195
Sørland,67.667,12.6934,43.95,76,100,8.28,NO,1622330196
Cortez,37.3489,-108.5859,82.51,8,1,9.22,US,1622330196
Kailua,21.4022,-157.7394,84.18,66,20,12.66,US,1622330196
Iquique,-20.2208,-70.1431,62.64,85,81,4.21,CL,1622329934
Tulsīpur,28.131,82.2973,73.33,77,87,3.91,NP,1622330196
Kamaishi,39.2667,141.8833,63.55,66,28,6.53,JP,1622329990
Kuopio,62.8924,27.677,40.95,60,0,5.03,FI,1622330197
Bukachacha,52.9833,116.9167,48.72,95,100,0.31,RU,1622330197
Buala,-8.145,159.5921,79.32,85,94,3.0,SB,1622330198
Esim,4.8699,-2.2405,79.97,86,76,7.72,GH,1622330198
Rodolfo Sánchez Taboada,31.7167,-116.5667,67.19,70,11,4.0,MX,1622330198
Dinguiraye,11.3,-10.7167,80.42,63,99,2.86,GN,1622330198
Beloha,-25.1667,45.05,63.3,81,0,5.53,MG,1622330199
Garoowe,8.4054,48.4845,77.05,74,16,17.85,SO,1622330199
Tutóia,-2.7619,-42.2744,81.0,77,93,6.46,BR,1622330199
Kruisfontein,-34.0033,24.7314,52.88,91,43,9.15,ZA,1622330200
Eyl,7.9803,49.8164,78.96,80,44,18.75,SO,1622330200
Tsimmerbude,54.675,20.1347,51.85,81,53,8.52,RU,1622330200
Nsanje,-16.92,35.262,63.09,48,0,1.9,MW,1622330201
Galesong,-5.3166,119.3661,73.42,76,66,4.63,ID,1622330201
Teya,60.3778,92.6267,36.25,79,98,5.95,RU,1622330201
Kissidougou,9.1848,-10.0999,73.94,84,74,2.33,GN,1622330180
Gurupi,-11.7292,-49.0686,77.02,38,40,3.33,BR,1622330202
Nānākuli,21.3906,-158.1547,84.15,58,1,5.61,US,1622330202
Malbork,54.0359,19.0266,46.06,95,5,6.93,PL,1622330202
Kloulklubed,7.0419,134.2556,81.1,87,100,19.01,PW,1622330202
Alofi,-19.0595,-169.9187,82.29,78,45,8.05,NU,1622330203
Bonavista,48.6499,-53.1147,42.12,87,44,8.16,CA,1622330203
Marsá Maţrūḩ,31.3525,27.2453,69.91,75,0,8.77,EG,1622330203
Port Hedland,-20.3167,118.5667,71.65,53,94,5.75,AU,1622330204
Tayga,56.06,85.6197,38.34,67,29,3.04,RU,1622330204
Porto Walter,-8.2686,-72.7439,79.14,66,21,2.57,BR,1622330204
Rovaniemi,66.5,25.7167,40.41,75,0,8.05,FI,1622330204
Yaan,7.3833,8.5667,79.93,75,58,7.7,NG,1622330205
Papara,-3.9839,-38.7273,79.2,92,12,2.84,BR,1622330205
Todos Santos,23.45,-110.2167,102.0,51,100,7.61,MX,1622330205
Sampit,-2.5333,112.95,73.72,98,58,1.59,ID,1622330206
Sambava,-14.2667,50.1667,71.94,87,20,7.87,MG,1622330206
Arrondissement de Niort,46.3333,-0.3333,61.68,66,76,1.01,FR,1622330206
Umluj,25.0213,37.2685,82.9,68,100,11.95,SA,1622330207
Luebo,-5.35,21.4167,77.92,55,92,1.97,CD,1622330207
Innisfail,-17.5333,146.0333,69.15,81,66,6.29,AU,1622330207
Touros,-5.1989,-35.4608,77.9,82,7,13.09,BR,1622330207
Bonthe,7.5264,-12.505,81.03,84,16,5.37,SL,1622330208
Port Macquarie,-31.4333,152.9167,60.89,82,92,13.65,AU,1622330208
Okhotsk,59.3833,143.3,37.85,87,99,9.64,RU,1622330208
Villa María,-32.4075,-63.2402,45.82,56,16,3.02,AR,1622330209
Dobson,36.3957,-80.7226,62.82,92,40,7.78,US,1622330209
Etchoropo,26.7667,-109.6667,97.41,49,42,15.82,MX,1622330209
Tucuruí,-3.7661,-49.6725,79.9,69,56,3.89,BR,1622330210
Río Gallegos,-51.6226,-69.2181,35.65,69,75,17.27,AR,1622330210
Price,39.5994,-110.8107,80.73,17,1,8.05,US,1622330018
Broken Hill,-31.95,141.4333,44.31,57,17,5.75,AU,1622330210
Saint-Joseph,-21.3667,55.6167,68.36,80,7,5.88,RE,1622330211
San Policarpo,12.1791,125.5072,80.26,87,89,5.12,PH,1622330211
Ormara,25.2088,64.6357,84.29,83,63,14.72,PK,1622330016
Kenitra,34.261,-6.5802,65.16,85,100,7.23,MA,1622330045
Bambanglipuro,-7.95,110.2833,59.61,90,100,3.98,ID,1622330211
Maïné Soroa,13.2114,12.0241,84.94,25,73,6.22,NE,1622330212
Nantucket,41.2835,-70.0995,48.34,93,90,21.85,US,1622330212
Mange,8.9167,-12.85,76.19,93,83,1.43,SL,1622330212
Great Falls,47.5002,-111.3008,67.93,22,1,1.01,US,1622330213
Palmerston,-12.486,130.9833,75.18,64,0,9.17,AU,1622330213
Batagay,67.6333,134.6333,52.74,49,77,8.12,RU,1622330213
Komarikhinskiy,58.0979,57.1163,59.99,99,100,2.51,RU,1622330214
Atasū,48.6814,71.6433,64.04,23,71,10.27,KZ,1622330214
Čajniče,43.5575,19.0711,49.46,93,96,1.95,BA,1622330214
Ilo,-17.6394,-71.3375,64.76,90,100,4.83,PE,1622330215
Ugoofaaru,5.6667,73.0,83.46,71,80,20.18,MV,1622330215
Zhurivka,50.5028,31.7849,55.38,92,48,9.06,UA,1622330215
Pingliang,35.5392,106.6861,68.2,40,0,5.35,CN,1622330216
Tevriz,57.509,72.4042,55.18,83,30,6.04,RU,1622330216
Nagapattinam,10.7667,79.8333,82.99,78,38,9.01,IN,1622330216
Ayagoz,47.9714,80.4392,46.96,60,0,10.33,KZ,1622330217
Ozernovskiy,51.5,156.5167,42.37,82,85,3.56,RU,1622330217
San Antonio,29.4241,-98.4936,87.06,57,20,5.75,US,1622329923
Mossamedes,-15.1961,12.1522,72.68,66,0,3.44,AO,1622330217
Ilulissat,69.2167,-51.1,55.42,24,32,16.11,GL,1622330218
Navalmoral de la Mata,39.8916,-5.5406,70.66,49,38,0.65,ES,1622330190
Henties Bay,-22.116,14.2845,57.85,85,43,6.15,NA,1622330218
Bari,41.1177,16.8512,68.25,65,0,2.3,IT,1622330110
Port Blair,11.6667,92.75,80.83,83,96,4.85,IN,1622330123
Broome,42.2506,-75.833,51.37,81,90,1.99,US,1622330050
Tilichiki,60.4667,166.1,43.09,72,100,5.41,RU,1622330219
Jobabo,20.9692,-76.2994,71.62,79,80,10.27,CU,1622330219
Ayan,56.45,138.1667,37.04,95,92,12.71,RU,1622330219
Kem',64.9555,34.5793,34.68,72,26,7.43,RU,1622330219
Ilmajoki,62.7333,22.5667,39.22,68,0,1.54,FI,1622330220
Mosquera,4.7059,-74.2302,55.98,93,99,1.03,CO,1622330220
Buy,58.4786,41.53,40.08,78,100,11.9,RU,1622330220
Havøysund,70.9963,24.6622,40.08,89,100,26.17,NO,1622330221
Shimanovsk,52.0,127.7,48.81,97,97,4.74,RU,1622329944
Svetlaya,46.5389,138.3297,43.25,95,100,18.43,RU,1622330221
Kampot,10.6167,104.1833,78.85,87,36,4.21,KH,1622330139
Udangudi,8.4333,78.0167,81.19,72,83,7.54,IN,1622330221
Erenhot,43.6475,111.9767,53.67,58,0,9.04,CN,1622330222
Fukuechō,32.6881,128.8419,68.36,83,0,6.91,JP,1622330222
Tabou,4.423,-7.3528,80.55,85,87,7.72,CI,1622330222
Nanortalik,60.1432,-45.2371,36.59,88,100,5.93,GL,1622330223
Kieta,-6.2167,155.6333,77.99,88,93,0.63,PG,1622330223
São João do Piauí,-8.3581,-42.2467,75.43,31,23,5.37,BR,1622330223
Srednekolymsk,67.45,153.6833,58.03,34,13,14.81,RU,1622330223
Morant Bay,17.8815,-76.4093,83.82,78,12,7.74,JM,1622330224
Hulan,45.9833,126.6,62.71,45,48,6.6,CN,1622330224
Monrovia,6.3005,-10.7969,76.77,83,99,8.72,LR,1622330197
Potamiá,40.7163,24.7286,67.42,71,3,0.49,GR,1622330224
